Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
2lWc1iJlz2NVcStV5fbtPG,"2CpLIMBoE2ZzyY3ZBCRZ7j,34qyuX5yO72yzL8Z4JclBc",Clouds,Clouds,"BUNT.,Nate Traveller",13-01-2023,158760,74,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-02-10T21:35:52Z,"chill r&b,indie r&b",0.7,0.748,9,-8.16,0,0.0771,0.226,0.796,0.104,0.154,130.056,4
7gLKUPLGMzPhw90Ara5ZEc,"1Cs0zKBU1kc0i8ypK3B9ai,64M6ah0SkkRsnPGtGiRAbb,2o5jDhtHVPhrJdv3cEQ99Z",I'm Good (Blue) - Tiësto Remix,I'm Good (Blue) [Remixes],"David Guetta,Bebe Rexha,Tiësto",29-09-2022,178124,61,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-12-30T15:02:34Z,"big room,dance pop,edm,pop,pop dance,post-teen pop,brostep,dutch edm,house,slap house,trance",0.6,0.96,7,-2.396,0,0.0597,0.000707,0.0475,0.381,0.153,128.068,4
6JMBtm91R1J5dt6XXiHO08,"4Jn2BlQGUmQN1Ex9rGn0iS,44UhiCipWUDB9sGEYzcrO8",Stop The Reign (feat. ATOM),Stop The Reign (feat. ATOM),"Daniel Pinho (US),ATOM",17-02-2023,202622,36,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-02-24T07:59:34Z,,0.736,0.742,0,-7.993,1,0.0386,0.141,0.409,0.12,0.163,122.019,4
6RoOC2uz8h7hZVe3hNeuA9,6ouIO1QdVHSGF1C1Dq00iJ,Rush,Rush,Dixie,10-03-2023,148846,8,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-11T03:38:18Z,,0.679,0.959,9,-3.648,0,0.251,0.00801,0.0327,0.334,0.454,133.963,4
4zN21mbAuaD0WqtmaTZZeP,"43BxCL6t4c73BQnIJtry5v,45ruzGUmIr8WLjLOPJ9mGU",Ferrari,Ferrari,"James Hype,Miggy Dela Rosa",01-04-2022,186661,83,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,"dance pop,deep groove house,house,pop dance,uk dance",0.847,0.69,1,-7.877,0,0.0493,0.0127,0.00006,0.0526,0.692,125.004,4
7hB3kf6BMhpaZJDBM61Sfw,"3YvNtTSaJ2YAt1RhaE9eiH,3GT47qKD0FuugTZtE9pdVe,59E09Es8P8Kj2ANWsqS6h3",Let You Down,Let You Down,"Panuma,Kleak & Veebu,Marigo Bay",01-05-2020,177049,21,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,pop edm,0.767,0.708,11,-6.912,1,0.0423,0.0376,0,0.12,0.379,122.012,4
5eKBBXIo3IZUAyqmopbxY8,5sDKcynpYYB2jXx8NEXQN3,Dark Lights,Dark Lights,Odious Love,17-02-2023,181500,17,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-03T07:27:30Z,,0.637,0.816,4,-8.45,1,0.0485,0.0192,0.0968,0.211,0.119,125.969,4
0DFqDcTdDgr8OVMuhTbWED,37SJYTTMo0trMRVJqKiUoO,For The Ride,For The Ride,Carda,10-02-2023,141686,36,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-02-24T08:03:06Z,pop edm,0.699,0.764,1,-5.318,1,0.0539,0.0644,0.00341,0.0655,0.848,105.03,4
1JBULRRzLiiiCWoaAHfxwV,"2ECb9wVfWlrUdjGlpk1P2H,53sI1Wc0pt61N26FY7bpq9",First Time,First Time,"Raddix,Adrian Rich",03-03-2023,229177,9,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-10T07:05:47Z,,0.585,0.716,11,-7.178,1,0.0728,0.13,0,0.106,0.235,151.926,4
1O3RcayIzF1Ng6H9XMGwNq,"5GImm0oU5MkW7OHkb91jwu,77ZyDi3WOcyp4Yxa9HFV62",Friend Like Me - Electro Swing Mix,Friend Like Me (Electro Swing Mix),"Wolfgang Lohr,Ashley Slater",24-02-2023,178992,41,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-02-24T09:12:28Z,"electro swing,nu jazz",0.731,0.878,2,-6.284,1,0.154,0.2,0.00288,0.0745,0.843,123.098,4
40n5sfIiFCUsOgfVRzUMIf,6GdAYfQVlByh3CUmlMsswc,One Last Time,One Last Time,Francis On My Mind,03-03-2023,172000,30,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-10T07:58:11Z,,0.766,0.822,0,-6.096,1,0.153,0.0469,0,0.141,0.748,119.949,4
1n6CjoxITxdb8dDUnNdeyA,"6IKFeVQcD492wsHmkByqMH,3NH3Kc4gbg1oilwaUDLR0U",Hey You (Air Lovers Nu Disco Remix),Hey You (Air Lovers Nu Disco Remix),"Joe Lockwood,Air Lovers",10-03-2023,214800,21,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-12T14:07:23Z,deep italo disco,0.743,0.726,2,-7.447,1,0.0314,0.0175,0.0367,0.349,0.707,119.992,4
0U0Ndnk9z0PQXsq519ceFk,"7kMmIuIMrfztBnJn5HZuob,1mf34kMXciTdBIqXtsGKyy,0YHn2QD40pApgOmlunIrrV",Wonder Woman,Wonder Woman,"Audiosonik,Jarrow,Popstick",03-03-2023,151620,28,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-10T07:58:06Z,,0.745,0.93,0,-4.368,0,0.0375,0.044,0.0000103,0.151,0.607,124.995,4
4qDpLaFGf5ampf2DXD2TMA,"7kNqXtgeIwFtelmRjWv205,4yX6mpMyBGf9UfvBB8JJrc",Where You Are,Where You Are,"John Summit,Hayla",03-03-2023,236000,72,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-10T07:58:01Z,"edm,electro house,house,pop dance",0.56,0.832,9,-6.432,0,0.0363,0.00953,0.00541,0.546,0.0818,126,4
5duvZq1WLeX40UO6SLq5zX,"4Ok1Cm5YX5StCQZgH0r2xF,4jz58WEDWGF8fy6s58F2nV,76M2Ekj8bG8W7X2nbx2CpF",When I'm Gone - NGHTMRE Remix,When I'm Gone (Remixes),"PEEKABOO,XAELO,NGHTMRE",10-03-2023,222400,32,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-10T08:07:26Z,"brostep,dubstep,edm,electro house,electronic trap,bass trap,pop dance",0.545,0.643,6,-5.639,0,0.0364,0.0889,0.000198,0.0586,0.191,149.998,4
06ICQopNqWD73EDx9Spcnk,1QL0FZjg9pcXjIhVcehyhz,Close To Me,Close To Me,Alex Zind,03-03-2023,146160,21,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-10T07:57:56Z,,0.667,0.899,11,-4.553,0,0.0347,0.000491,0.00032,0.266,0.833,125.068,4
4bcZ4Jxosqe8XVRIWl1Z4X,"4tCRRxANqaE3qGSGLz0y3Q,7eMgHO3ZOlcpWKM3OFnnS8",Sweet On Ya,Sweet On Ya,"Medii,Anna-Sophia Henry",10-03-2023,165120,24,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-10T17:04:20Z,pop edm,0.564,0.844,11,-3.877,0,0.142,0.0119,0.0000464,0.18,0.365,124.766,4
3SoXUerW2NPL7Rjxp8Q4CL,"06MSAITCPRhtuJMD4UL96s,20lmiQy576CSBPz0VJHmnC,70eIEfuhPsdn3ggtBz3Adc,5CI6YfdGj33Dk91IiUge82",Melting (feat. Easae) - Highlnd Remix,Melting (Remixes) (feat. Easae),"Danny Olson,yetep,Easae,Highlnd",10-03-2023,288000,15,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-10T08:28:01Z,"melodic dubstep,pop edm,edm,future bass,pop dance,traprun",0.396,0.731,6,-4.563,0,0.0792,0.0825,0.000979,0.11,0.184,150.007,4
370nrx6ys62Qi8rFoTekKA,"4j5KBTO4tk7up54ZirNGvK,3lwq28uuT7bAqQ3shl4d9Q",Giving It All - Bexxie Remix,Giving It All (Bexxie Remix),"NERVO,Bexxie",10-03-2023,177142,34,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-10T08:28:56Z,"australian dance,dance pop,edm,electra,electro house,house,pop dance,pop edm,progressive electro house,progressive house",0.581,0.856,1,-4.967,0,0.0501,0.000974,0.000503,0.641,0.0921,126.033,4
1w5BrnPJlPY0evt9JI8cTA,4f0WTQMfVyb9aH6FGqjHkd,Come Undone,Come Undone,Spoke,17-02-2023,151008,29,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-02-24T08:03:04Z,,0.643,0.775,6,-6.483,0,0.0269,0.0705,0.00164,0.0903,0.426,124.049,4
5eQrQe8sDGiCmStLjishRb,44re77WwNG34C182Jq3WIK,Waitin On It,Waitin On It,VAVO,10-03-2023,154146,37,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-10T08:17:43Z,,0.801,0.687,8,-8.221,1,0.0358,0.0624,0.000912,0.0991,0.65,122.959,4
5JiRS2p8QeoT3z6WKHJDQX,"0KdM0f9BzAkPzHFxxnn2tS,68wKYzG06o74N6o5aSifjN,6R44YeR0cv8sCeCi2GUWAf",Invite Only,Invite Only,"GT_Ofice,CHRIS PADIN,Krysta Youngs",10-03-2023,176640,20,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-10T07:41:52Z,"bossbeat,strut",0.637,0.919,0,-5.751,0,0.0382,0.0275,0.00000283,0.122,0.274,124.941,4
7t695Oetk64M5CeMA8ae9m,"6Tf1BqAZld8wh5xiufptP9,5sFk5keEQhZdxSaU8ZJYUX",Oh My My (my Love),Oh My My (My Love),"Movetown,Ray Horton",17-02-2023,150625,39,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-02-24T07:27:23Z,,0.646,0.837,1,-4.368,0,0.0434,0.00132,0,0.0439,0.49,124.959,4
4NONABpwP027UGakW4vhVQ,5lmROWXyhhJDAH65lZLDKt,Beggin',Beggin',Saimöö,24-02-2023,115657,47,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-04T03:59:22Z,,0.719,0.663,11,-7.563,0,0.0415,0.241,0,0.474,0.691,117.058,4
5IhYmGo9zjUr0ZhHnSMaja,2o0cdt1TrTZSh2NssVL1ko,Ubi,Ubi,Pau Mueller,17-02-2023,158124,37,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-03T08:23:28Z,,0.859,0.634,6,-8.285,1,0.102,0.175,0.00217,0.087,0.515,119.926,4
5amsTqzouyq8jW8ggGDP7N,2o1hHe7AHtSfy0XojoyrkM,Rockstar,Rockstar,M.A.D.C,24-02-2023,147096,18,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-03T07:21:02Z,,0.762,0.755,9,-7.556,0,0.163,0.0357,0.0000616,0.15,0.465,124.049,4
4iK96jBQlL19gqrNN6mhtv,1RiUf7V8Iz0tImB3oFGHMq,Be Alright,Be Alright,Style Points,17-02-2023,180194,41,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-02-24T08:03:09Z,,0.699,0.831,4,-6.082,0,0.0319,0.00222,0.0123,0.123,0.497,122.023,4
66D8Q9KQ03nejmEaRoeuqz,"6RcdUNNARXB9coQqgHyqFA,1D2acYwVzm55CayJwUwqB5",Too Damn Hot - Phos Toni Remix,Too Damn Hot (Phos Toni Remix),"Alice Francis,Phos Toni",21-04-2017,372826,6,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-09T23:52:44Z,"electro swing,nu jazz",0.792,0.714,11,-7.585,0,0.103,0.00899,0.754,0.0781,0.763,124.013,4
4GtupZbYZhS52DBa8D537m,7bZGP9ijvv55LOENT634Mj,Big Energy,Big Energy,PS1,27-01-2023,104525,50,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-01-28T20:21:38Z,,0.758,0.928,10,-4.011,0,0.0331,0.0107,0.00527,0.0729,0.608,124.001,4
42rRg0KaHoKs4G6SY1Huip,"4l1KlqrM9fywoEDVKKiR9u,4b6w1FGlZZeVR1opMnj9w8,3Nup4hVBgHLQJMdY6jwi1g",Lights Go Down,Lights Go Down,"Waves_On_Waves,marco farouk,Ciley Myrus",04-03-2023,182187,20,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-08T22:55:13Z,,0.72,0.822,7,-6.466,1,0.0388,0.281,0.00196,0.18,0.647,126.024,4
25dCYhEtQHznq8Qz4qF7IC,"5I6D2YVVfXsptK4Yr7IB30,0H8IebIWwHBF8E5wUXZetr",At Midnight,At Midnight,"Vitagliano,Chloe Edgecombe",24-02-2023,219047,7,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-03T07:21:02Z,,0.583,0.929,11,-3.607,0,0.0449,0.266,0.00000957,0.348,0.177,126.02,4
0qokVdVGinJLvL8qtu6WOh,67baVIMvvbcLi5zcj3ocga,One More Night,One More Night,M7STIC,24-02-2023,164153,29,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-02-25T03:09:31Z,,0.517,0.947,10,-4.324,0,0.0546,0.278,0.00175,0.239,0.433,123.951,4
5Hs3lbolIBx4FX0cHbG2iB,6IFoeowhCM35LCilAWnWsR,Lies,Lies,Fluir,10-02-2023,205683,10,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-02-17T07:53:38Z,australian electropop,0.669,0.716,6,-8.433,0,0.029,0.0134,0.878,0.111,0.456,127.977,4
2sEre21C8wsUbiP5vLcyvI,"5pRlKxATEYXaSwYkFbkmMm,1793RNBnWXkl6iRbT196Nk,3ucRvRCMMwK4Y21glebmee",NO SLEEP,NO SLEEP,"ARIA,KDDK,Ya Rick",03-03-2023,160000,41,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-04T00:37:15Z,g-house,0.636,0.91,2,-3.895,0,0.0328,0.0729,0.00000368,0.255,0.313,104.014,4
6YtwwdT9hyPeTVjRgUs97O,1XLjkBxFokuDTlHt0mQkRe,Push It,Push It,Thomas Gold,03-03-2023,168166,28,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-10T07:03:42Z,"big room,edm,electro house,funky tech house,german techno,pop dance,pop edm,progressive electro house,progressive house",0.793,0.892,2,-4.571,1,0.0771,0.000178,0.125,0.0405,0.53,125.986,4
2UDAa3XD2kcod1c8t2oZ9C,1JWreSMob6umLV7tASOkDD,You‘re Not Alone,You‘re Not Alone,ElSchacko,03-03-2023,186562,19,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-10T03:29:18Z,,0.781,0.899,1,-4.499,0,0.108,0.00214,0.000391,0.114,0.727,128.005,4
4KPUuYFzyhZcl3ivCMMRjA,6aaK6lbNbLFaLt3IKPuQCV,So Young,So Young,FLOYD WEST22,09-02-2023,222720,36,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-02-17T07:53:33Z,,0.723,0.921,11,-7.078,1,0.0428,0.002,0.781,0.373,0.292,124.996,4
7agYgwAwLUnVffIld7DAGO,"4mjsI2pJVZWAkDeX4xABDL,4iyRlrtLkoUNq48bOWdyqm",The Things You Said - Radio Mix,The Things You Said,"Soomeen,Brittney Bouchard",17-02-2023,192521,31,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-02-24T19:49:23Z,slap house,0.738,0.816,8,-7.14,1,0.0456,0.04,0.335,0.159,0.525,115.012,4
1txEi16dxuNGSU3VokEtOb,"5T0j6On1EthT2QVNXh8vqc,6cEuCEZu7PAE9ZSzLLc2oQ",Deep Sea (with R3HAB),Deep Sea (with R3HAB),"Minelli,R3HAB",01-07-2022,155409,59,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,"pop dance,romanian pop,dance pop,dutch house,edm,electro house,pop,progressive electro house,slap house,tropical house",0.779,0.817,8,-4.675,0,0.0519,0.429,0.000361,0.254,0.671,122.075,4
2nELfcH4MlN2ZjU9HHMI5R,"3g90aBVbbdK0mfQbI3vK6r,5woKrwqEi876LodaTkTCi1",So Done,So Done,"Shavi,VIGIL",27-05-2022,170163,17,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,"deep tropical house,pop edm,tropical house",0.591,0.67,4,-9.44,0,0.0978,0.256,0.00026,0.118,0.12,121.999,4
07VcTAooOBP8hIluuUS5xr,7ACEUD7UsmmXrnj4OLt8f9,Heavy Metal Love,Heavy Metal Love,twocolors,08-07-2022,132000,72,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,"dance pop,edm,pop dance,pop edm,tropical house",0.768,0.767,5,-8.06,0,0.0358,0.194,0,0.121,0.457,125.029,4
3X8xQPa2b4s9slRf9xWbRi,"1nlsiW2er31hoCpheyFSft,0NcLSUH54X9UBJSO7uMtPA,5KhIhOD5xJP1dIzm8dpKvy",abcdefu - MrRevillz Remix,abcdefu (MrRevillz Remix),"Finlay C,Vitara,MrRevillz",08-07-2022,148920,43,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.652,0.849,9,-5.963,1,0.129,0.11,0.00000239,0.0968,0.265,125.064,4
1DAOWdHQx0biiCSdueOCYY,00SIMc8XBD6NezPkMpkMcL,Cotton Candy,Cotton Candy,Estella Dawn,03-03-2023,173705,27,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2023-03-10T07:02:35Z,,0.698,0.548,10,-6.301,0,0.0444,0.336,0,0.0787,0.512,112.05,4
3Z7CaxQkqbIs1rewKi6v4W,"2o5jDhtHVPhrJdv3cEQ99Z,25uiPmTg16RbhZWAqwLBy5",Hot In It,Hot In It,"Tiësto,Charli XCX",30-06-2022,129817,77,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,"big room,brostep,dance pop,dutch edm,edm,house,pop dance,slap house,trance,art pop,candy pop,electropop,metropopolis,pop,post-teen pop,uk pop",0.748,0.841,7,-5.08,1,0.177,0.00445,0.00000133,0.0413,0.717,123.045,4
44zqbqjU3msPVRIPJnF3AV,3rKbtpUn9MZLsG2OY7xDDJ,Don't,Don't,KEYLASH,26-08-2022,135238,27,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.566,0.624,5,-6.494,0,0.0544,0.0953,0,0.408,0.214,126.056,4
0UZNnpgW4XJXindIMO2Smw,"2u1KLzprGSRmfFhjt7MDYq,33MJONPoMWD0sKQvCHCdnu,44IpXAkFdw5MFxFEK8Ants",Down & Dirty,Down & Dirty,"Poylow,MAD SNAX,PYLW",16-06-2022,147540,23,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,covertronica,0.754,0.832,9,-5.624,0,0.0369,0.0624,0.000012,0.143,0.0598,121.966,4
3K8rM6gtEwaUUBzUXPJ8m5,7wIDaqBdK8wHLLMMXIcJUM,Great Escape,Great Escape,Voxur,24-08-2022,186352,26,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.511,0.946,4,-5.752,0,0.0542,0.00242,0.0000428,0.0768,0.332,169.884,4
05bsBtxeKpq5VaMuP6btQL,"0VYkVtNVpg4A825DoAqgXF,7lBddBaWxQCYyPUeIB47ZX,6AmNTXPYTR90WlrDRFLa02",Losing Myself - Misero Remix,Losing Myself (Misero Remix),"Portugal Sunset,MISERO,ODBLU",22-07-2022,149000,29,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.71,0.7,8,-7.771,1,0.0463,0.201,0.00000422,0.105,0.354,119.984,4
73LD6ScWUv8WRrrMCgorV5,"3T9HpHdBgLU9wcB1LUT0U9,6aH5wUamNyPqimXRBt67k1,4gmndqcVVyxmzgOunTiuAD",All I Know,All I Know,"Over Easy,Hoved,Mougleta",08-07-2022,157645,24,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,pop edm,0.651,0.717,7,-5.059,1,0.0414,0.205,0,0.167,0.326,122.003,4
3I4Kbokb3F0VqJeT70s07h,"4N3bEmG3H0UjxBI0PNhDTB,1BQ5NhlyhxAO1CdRYGHmQe,0zBoujkNOw13TkM4icGjps",Higher,Higher,"Dutchican Soul,Husky,Elly J Devon",24-06-2022,173290,38,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,"disco house,funky house,soulful house,vocal house,australian house",0.63,0.921,9,-3.48,0,0.0545,0.0721,0.00000674,0.131,0.745,123.024,4
2sobXVWHVOcin5DNGsEjEZ,2YzWmm0lmZEMHf7W7yfY2d,Not Easy,Not Easy,Kelvin Wiedenhoff,30-06-2022,147118,5,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.847,0.554,9,-7.02,0,0.0627,0.122,0,0.106,0.494,120.016,4
43POOQNQdu4ClM3fl7WJJe,0KaFbiGg4NnppCp0DCMgsw,Miss The Sun,Miss The Sun,Alex Diamantik,08-07-2022,160000,17,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.615,0.642,5,-9.02,0,0.0307,0.339,0.0355,0.0959,0.188,125.958,4
0m5tuvvQt7hAaJBxWBVwZQ,"5VHt2sr9Iu1cCrT4WDPBmw,0NWETZGvp5NTSLMfbZrHTg",When I'm In It,When I'm In It,"Nem,SGRKANE",17-06-2022,261855,5,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.762,0.925,2,-5.163,1,0.0938,0.00642,0.806,0.0908,0.81,124.985,4
0eNZW0bb7bogNXoXwcJ0is,685c4a84PTRlygc8EUE7tV,Coming Back To You,Coming Back To You,Amidy,08-07-2022,213542,20,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,"melodic dubstep,pop edm",0.509,0.793,2,-4.014,1,0.0447,0.0332,0,0.441,0.162,145.007,4
10uFYvicaCPyamTY3by1gD,"6d4AePmkVnbu2qIbT6vsem,2VnNxgnvg9H85vWtZuBo6w",You & Me,You & Me,"HUTS,PRISKA",30-06-2022,144375,15,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,"covertronica,slap house",0.694,0.933,6,-4.475,1,0.0404,0.236,0.0000224,0.118,0.488,127.977,4
2hHdHaf51vVwmatKhX9xvA,0hxW1uZPEjt4wuu9wNDF2y,Forever,Forever,Matt Nash,01-07-2022,138331,51,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,"edm,electro house,pop dance,pop edm,progressive electro house",0.628,0.712,10,-10.264,0,0.0366,0.0209,0.266,0.141,0.085,126,4
4Ko0kuCmsJW0HMKkQM7Xw8,"5nki7yRhxgM509M5ADlN1p,1KpCi9BOfviCVhmpI4G2sY,3ky8xBRraNNzxzXEw6Ga0c",LOW,LOW,"Oliver Heldens,Tchami,Anabel Englund",10-06-2022,203288,54,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,"dance pop,edm,electro house,future house,house,pop dance,progressive electro house,progressive house,tropical house,bass house,deep groove house",0.678,0.807,9,-5.965,1,0.0383,0.00155,0.00284,0.292,0.271,126.024,4
0xmnqXFcEFmsnA7kAJgKC3,6obmhfH5PHRZo7p6cT0X68,Dreaming,Dreaming,Dj Osiris,23-05-2022,246000,1,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.807,0.751,6,-7.746,1,0.0506,0.00853,0.485,0.284,0.747,119.983,4
0LDc3YqRGfskzzZveGEOxX,"7DMveApC7UnC2NPfPvlHSU,7mWMzxN6IAIQ1tfFFtAiQv",Everything About You (with Bryn Christopher),"HELLRAISERS, Part 3","Cheat Codes,Bryn Christopher",27-05-2022,160724,34,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,"dance pop,edm,electro house,electropop,pop,pop dance,post-teen pop,tropical house,british soul",0.682,0.74,7,-6.095,0,0.0452,0.0218,0.00415,0.0599,0.541,118.026,4
2ShKLPPEvSdOU9esp5lFWk,"5sDKcynpYYB2jXx8NEXQN3,3zeOp42xdgvPHEtbIDxxMQ",Lately,Lately,"Odious Love,Undrwvter",26-08-2021,156480,29,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.632,0.797,3,-5.382,0,0.0948,0.0678,0,0.226,0.287,125.015,4
10xV5l9nhLvFpR8mqzs0bL,"64KEffDW9EtZ1y2vBYgq8T,6LuN9FCkKOj5PcnpouEgny",Numb,Numb,"Marshmello,Khalid",10-06-2022,155588,80,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,"brostep,dance pop,edm,pop,pop dance,progressive electro house,pop r&b",0.912,0.774,0,-4.673,0,0.0455,0.121,0.0127,0.101,0.632,119.966,4
775V0xIWY0BpOhvlLIzzAV,"3tDzVbqqTqJmNYEBhKQOyc,3hxJ7exqIsY8CkbNh26b4P,1fqECK2awbDff5rfkBEkdr",Roar,Roar,"DNVX,Van Snyder,IM FIN3",17-06-2022,156254,9,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.737,0.9,5,-3.194,1,0.0677,0.139,0.0000442,0.246,0.442,126.011,4
0gMJpeFCCiYIojJ2wr3X8p,"4aA5K4qnL9Z3hD2rWJrjJW,5KhIhOD5xJP1dIzm8dpKvy,1oO3GTQ2ahRSRvukMUAj0D",Lay All Your Love On Me,Lay All Your Love On Me,"Rotciv & Revilo,MrRevillz,IDA",27-05-2022,163809,27,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.591,0.644,0,-10.493,0,0.0299,0.46,0.0617,0.137,0.426,125.993,4
17XwUcwd6SmoypiA3tIwHH,"1HBjj22wzbscIZ9sEb5dyf,2JLl6rSFWx9YuSPLcLhkAG",Perfect Melody,Perfect Melody,"Jonas Blue,Julian Perretta",27-05-2022,159850,61,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,"dance pop,edm,pop,pop dance,tropical house,uk dance,francoton,uk pop",0.815,0.771,8,-6.052,0,0.0392,0.104,0.0027,0.067,0.546,117.941,4
2DZSy41u4GxHHmeLl01Byg,6uXRmA24yBdKzpx9sq0eP5,Overload,Overload,Don Kon,27-05-2022,145920,1,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,boston electronic,0.75,0.624,3,-7.794,0,0.164,0.42,0,0.222,0.568,124.949,4
6EyQ1ZJj1yEjPdnprgcHur,0yS6Gf9eFPreOApezs2b2d,Looking at Me,Looking at Me,Burak Bacio,01-07-2022,135840,11,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,,0.711,0.841,1,-4.832,0,0.0417,0.0224,0.000134,0.0795,0.539,125.081,4
49Vuaoy3eSa1mtaTtO2pNA,"6d4AePmkVnbu2qIbT6vsem,4FRgokXij5IuiufM05094s,6rXMet89uui55tWrcEz7ma",Love Your Lies - ESH Remix,Love Your Lies (ESH Remix),"HUTS,Chanin,ESH",17-06-2022,143225,24,spotify:user:1nv6u01jz04gdpyeu05zf5uyd,2022-09-05T12:46:03Z,"covertronica,slap house",0.795,0.796,7,-5.642,0,0.0844,0.088,0.0009,0.387,0.678,124.02,4
