Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
6FH6fmlh9DbvssuEQyQEVd,4Uc8Dsxct0oMqx0P6i60ea,Movies,Superache,Conan Gray,24-06-2022,214100,65,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:12:42Z,"bedroom pop,pop",0.349,0.545,11,-6.073,1,0.0352,0.105,0,0.153,0.209,104.477,4
1zu2GKHPJIsUu80SUJX4H4,5IH6FPUwQTxPSXurCrcIov,Devil Doesn’t Bargain,(Un)Commentary,Alec Benjamin,15-04-2022,163613,74,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:12:49Z,"alt z,electropop,pop",0.448,0.606,3,-4.565,1,0.0609,0.577,0,0.217,0.483,121.15,4
1KMkcUvF7m3SDChDOa7i5L,2tIP7SsRs7vjIcLrU85W8J,WITHOUT YOU,F*CK LOVE 3+: OVER YOU,The Kid LAROI,27-07-2021,161384,76,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:06Z,"australian hip hop,pop",0.662,0.413,0,-7.357,1,0.0299,0.213,0,0.134,0.467,93.005,4
4RVwu0g32PAqgUiJoXsdF8,6qqNVTkY8uBg9cP3Jd7DAH,Happier Than Ever,Happier Than Ever,Billie Eilish,30-07-2021,298899,83,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"art pop,electropop,pop",0.332,0.225,0,-8.697,1,0.0348,0.767,0.00349,0.128,0.297,81.055,3
04sN26COy28wTXYj3dMoiZ,6qqNVTkY8uBg9cP3Jd7DAH,Bored,Bored,Billie Eilish,30-03-2017,180933,81,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"art pop,electropop,pop",0.614,0.318,7,-12.695,1,0.0478,0.896,0.00239,0.0795,0.112,119.959,4
5ajjAnNRh8bxFvaVHzpPjh,2kRfqPViCqYdSGhYSM9R0Q,Reckless,Reckless,Madison Beer,04-06-2021,203384,78,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"alt z,dance pop,pop,post-teen pop",0.386,0.426,3,-6.642,1,0.0363,0.807,0,0.14,0.261,180.104,3
45bE4HXI0AwGZXfZtMp8JR,45dkTj5sMRSjrmBSBeiHym,you broke me first,you broke me first,Tate McRae,17-04-2020,169265,80,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,pop,0.667,0.373,4,-9.389,1,0.05,0.785,0,0.0906,0.0823,124.148,4
52iLDrSoRtf9lcgFuLVfqE,4xnihxcoXWK3UqryOSnbw5,Older,Older,Sasha Alex Sloan,09-11-2018,191001,69,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"alt z,electropop,pop",0.681,0.292,11,-9.599,1,0.0483,0.743,0,0.0974,0.162,64.002,4
46ydq5g3k17iLJs3qMDvO6,3AVfmawzu83sp94QW7CEGm,Hurts So Good,Astrid S,Astrid S,20-05-2016,208728,69,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"dance pop,norwegian pop,pop,tropical house",0.675,0.609,7,-5.027,0,0.0586,0.084,0,0.0957,0.378,120.039,4
6FZDfxM3a3UCqtzo5pxSLZ,26VFTg2z8YR0cCuwLzESi2,Without Me,Manic,Halsey,17-01-2020,201660,79,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"dance pop,electropop,etherpop,indie poptimism,pop",0.752,0.488,6,-7.05,1,0.0705,0.297,0.00000911,0.0936,0.533,136.041,4
4IhKLu7Vk3j2TLmnFPl6To,5IH6FPUwQTxPSXurCrcIov,Water Fountain,Narrated For You,Alec Benjamin,16-11-2018,218893,75,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"alt z,electropop,pop",0.723,0.504,8,-5.572,1,0.0392,0.388,0.000074,0.087,0.551,133.975,4
1TQXIltqoZ5XXyfCbAeSQQ,4xnihxcoXWK3UqryOSnbw5,Dancing With Your Ghost,Dancing With Your Ghost,Sasha Alex Sloan,28-06-2019,197732,77,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"alt z,electropop,pop",0.629,0.328,11,-8.284,1,0.029,0.768,0.000025,0.103,0.389,74.953,4
2nC3QhMI9reBIOWutbU3Tj,6P5NO5hzJbuOqSdyPB7SJM,Moral of the Story,Moral of the Story,Ashe,14-02-2019,201083,73,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"alt z,electropop,pop",0.572,0.406,10,-8.624,1,0.0427,0.587,0.00000448,0.102,0.265,119.812,4
4pvb0WLRcMtbPGmtejJJ6y,"06HL4z0CvFAxyc27GXpf02,4LEiUm1SRbFMgfqnQTwUbQ",exile (feat. Bon Iver),folklore,"Taylor Swift,Bon Iver",24-07-2020,285634,76,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"pop,eau claire indie,indie folk,melancholia",0.298,0.38,6,-8.426,1,0.0287,0.778,0.0000562,0.11,0.152,75.602,4
2qxmye6gAegTMjLKEBoR3d,5IH6FPUwQTxPSXurCrcIov,Let Me Down Slowly,Narrated For You,Alec Benjamin,16-11-2018,169353,82,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"alt z,electropop,pop",0.652,0.557,1,-5.714,0,0.0318,0.74,0,0.124,0.483,150.073,4
3EPXxR3ImUwfayaurPi3cm,3QSQFmccmX81fWCUSPTS7y,Be Alright,Be Alright,Dean Lewis,29-06-2018,196373,77,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"australian pop,pop",0.553,0.586,11,-6.319,1,0.0362,0.697,0,0.0813,0.443,126.684,4
2kJwzbxV2ppxnQoYw4GLBZ,"66W9LaWS0DPdL7Sz8iYGYe,0ZED1XzwlLHW4ZaG4lOT6m",If the World Was Ending (feat. Julia Michaels),If the World Was Ending (feat. Julia Michaels),"JP Saxe,Julia Michaels",17-10-2019,208687,75,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"alt z,canadian contemporary r&b,pop,dance pop,electropop,post-teen pop",0.464,0.473,1,-10.086,1,0.129,0.866,0,0.109,0.604,75.801,4
5JCoSi02qi3jJeHdZXMmR8,1McMsnEElThX1knmY4oliG,favorite crime,SOUR,Olivia Rodrigo,21-05-2021,152666,82,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,pop,0.369,0.272,9,-10.497,1,0.0364,0.866,0,0.147,0.218,172.929,4
2TOzTqQXNmR2zDJXihjZ2e,1McMsnEElThX1knmY4oliG,enough for you,SOUR,Olivia Rodrigo,21-05-2021,202826,74,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,pop,0.638,0.259,7,-10.706,1,0.0898,0.753,0,0.219,0.269,88.485,4
312zSwwbPU7C3sTmro4Wx9,3AVfmawzu83sp94QW7CEGm,It's Ok If You Forget Me,It's Ok If You Forget Me,Astrid S,18-09-2020,204989,64,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"dance pop,norwegian pop,pop,tropical house",0.562,0.379,6,-7.625,1,0.231,0.526,0,0.151,0.258,171.848,4
5WtfUKzXircvW8l5aaVZWT,"0ZED1XzwlLHW4ZaG4lOT6m,1Hsdzj7Dlq2I7tHP7501T4",What A Time (feat. Niall Horan),Inner Monologue Part 1,"Julia Michaels,Niall Horan",24-01-2019,173306,77,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"alt z,dance pop,electropop,pop,post-teen pop",0.516,0.467,0,-6.184,1,0.0302,0.662,0,0.0853,0.386,132.861,4
5wANPM4fQCJwkGd4rN57mH,1McMsnEElThX1knmY4oliG,drivers license,SOUR,Olivia Rodrigo,21-05-2021,242013,83,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,pop,0.561,0.431,10,-8.81,1,0.0578,0.768,0.0000142,0.106,0.137,143.875,4
5CZ40GBx1sQ9agT82CLQCT,1McMsnEElThX1knmY4oliG,traitor,SOUR,Olivia Rodrigo,21-05-2021,229226,83,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,pop,0.38,0.339,3,-7.885,1,0.0338,0.691,0,0.12,0.0849,100.607,4
7l97ElWmIdVHWUaOeeU5ZC,45dkTj5sMRSjrmBSBeiHym,that way,all the things i never said,Tate McRae,24-01-2020,175026,75,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,pop,0.453,0.383,0,-11.015,1,0.163,0.728,0,0.387,0.333,105.029,4
2tGvwE8GcFKwNdAXMnlbfl,1McMsnEElThX1knmY4oliG,happier,SOUR,Olivia Rodrigo,21-05-2021,175933,81,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,pop,0.395,0.443,6,-9.72,1,0.133,0.765,0.00000967,0.0839,0.338,168.924,3
7FKkswFflI5Txc3Y4gH0IB,3aHe9rMa5HFTjXHw8tEz0A,see you later (ten years),see you later (ten years),Jenna Raine,24-09-2021,188160,67,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"alt z,social media pop",0.576,0.467,1,-6.435,1,0.0305,0.257,0,0.13,0.234,86.011,4
7pT6WSg4PCt4mr5ZFyUfsF,5IH6FPUwQTxPSXurCrcIov,If We Have Each Other,Narrated For You,Alec Benjamin,16-11-2018,181522,73,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"alt z,electropop,pop",0.656,0.577,10,-5.566,0,0.0802,0.698,0,0.296,0.861,173.094,4
4wcBRRpIfesgcyUtis7PEg,1McMsnEElThX1knmY4oliG,"1 step forward, 3 steps back",SOUR,Olivia Rodrigo,21-05-2021,163586,75,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,pop,0.473,0.203,2,-12.627,1,0.102,0.941,0,0.126,0.419,168.884,4
0Fzt24jmCa6G0ED7pW3IM1,"0Tw99NzcM3Y2t7Q2q88Xss,6sBNAhdkb34YfSofjjZf9L",everything i couldn't be,everything i couldn't be,"Julia Alexa,Belfa",19-08-2020,130052,56,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"lo-fi chill,sad lo-fi",0.674,0.266,10,-15.74,0,0.0492,0.928,0.000669,0.108,0.194,120.046,4
7uX3gufAoBVqKVoD3dBLLD,"6qqNVTkY8uBg9cP3Jd7DAH,68kEuyFKyqrdQQLLsmiatm",&burn (with Vince Staples),&burn (with Vince Staples),"Billie Eilish,Vince Staples",15-12-2017,179015,56,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"art pop,electropop,pop,conscious hip hop,hip hop,rap,underground hip hop",0.776,0.379,9,-9.351,0,0.331,0.213,0.00175,0.0969,0.346,82.531,4
41zXlQxzTi6cGAjpOXyLYH,6qqNVTkY8uBg9cP3Jd7DAH,idontwannabeyouanymore,dont smile at me,Billie Eilish,22-12-2017,203569,78,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"art pop,electropop,pop",0.483,0.412,7,-8.461,1,0.0402,0.737,0,0.116,0.247,170.163,3
7hDVYcQq6MxkdJGweuCtl9,6qqNVTkY8uBg9cP3Jd7DAH,ocean eyes,dont smile at me,Billie Eilish,22-12-2017,200379,78,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"art pop,electropop,pop",0.511,0.363,4,-7.65,0,0.041,0.816,0.0317,0.084,0.169,144.892,4
3ZCTVFBt2Brf31RLEnCkWJ,6qqNVTkY8uBg9cP3Jd7DAH,everything i wanted,everything i wanted,Billie Eilish,13-11-2019,245425,82,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"art pop,electropop,pop",0.704,0.225,6,-14.454,0,0.0994,0.902,0.657,0.106,0.243,120.006,4
3GYlZ7tbxLOxe6ewMNVTkw,6qqNVTkY8uBg9cP3Jd7DAH,TV,Guitar Songs,Billie Eilish,21-07-2022,281380,84,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"art pop,electropop,pop",0.412,0.236,4,-15.159,0,0.0379,0.83,0.00653,0.147,0.119,140.214,4
0u2P5u6lvoDfwTYjAADbn4,"6qqNVTkY8uBg9cP3Jd7DAH,6LuN9FCkKOj5PcnpouEgny",lovely (with Khalid),lovely (with Khalid),"Billie Eilish,Khalid",19-04-2018,200185,86,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"art pop,electropop,pop,pop r&b",0.351,0.296,4,-10.109,0,0.0333,0.934,0,0.095,0.12,115.284,4
58nxGpcCfNDiqmFXklOslz,"6qqNVTkY8uBg9cP3Jd7DAH,356FCJoyYWyzONni54Dgrv",Six Feet Under - Jerry Folk Remix,Six Feet Under (The Remixes),"Billie Eilish,Jerry Folk",03-02-2017,200898,52,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"art pop,electropop,pop,future bass,vapor soul,vapor twitch",0.447,0.216,11,-12.815,0,0.0508,0.66,0.011,0.139,0.0396,134.868,4
7tGEAA1f8MydT7eVbbO9Zy,6qqNVTkY8uBg9cP3Jd7DAH,WHEN I WAS OLDER - Music Inspired By The Film ROMA,WHEN I WAS OLDER (Music Inspired By The Film ROMA),Billie Eilish,09-01-2019,270519,61,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"art pop,electropop,pop",0.696,0.332,6,-12.834,1,0.0425,0.853,0.433,0.0848,0.0628,150.13,4
3EGW6TGGbdk6Ys1Y3HU3lj,63yrD80RY3RNEM2YDpUpO8,Training Wheels,Cry Baby (Deluxe Edition),Melanie Martinez,14-08-2015,205680,72,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"alt z,electropop,pop",0.571,0.481,9,-7.179,1,0.0444,0.697,0,0.089,0.0807,113.753,4
6TNWeqDnqdqIQWYMWZmzTA,63yrD80RY3RNEM2YDpUpO8,Fire Drill,Fire Drill,Melanie Martinez,26-06-2020,255153,65,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"alt z,electropop,pop",0.762,0.596,9,-8.152,1,0.075,0.29,0,0.0691,0.378,116.887,4
4fRzunTZ51UC0oNwoVqiKB,63yrD80RY3RNEM2YDpUpO8,Nurse's Office,K-12,Melanie Martinez,06-09-2019,202723,65,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"alt z,electropop,pop",0.612,0.651,2,-8.292,0,0.19,0.313,0,0.114,0.556,182.87,3
5o5akY9xnEk6lpMkD8RwD9,63yrD80RY3RNEM2YDpUpO8,Teacher's Pet,K-12,Melanie Martinez,06-09-2019,241893,73,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"alt z,electropop,pop",0.686,0.794,7,-6.136,0,0.0385,0.27,0.0000225,0.125,0.532,140.952,3
6J2LdBN97cDWn0MLxYh9HB,55fhWPvDiMpLnE4ZzNXZyW,July,THE END OF EVERYTHING,Noah Cyrus,15-05-2020,156106,78,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,pop,0.708,0.186,9,-8.953,0,0.042,0.868,0,0.0779,0.322,72.541,4
5tqNWWiySiABLrGAvSWsO5,"4xnihxcoXWK3UqryOSnbw5,6VuMaDnrHyPL1p4EHjYLi7",Is It Just Me? (feat. Charlie Puth),Is It Just Me? (feat. Charlie Puth),"Sasha Alex Sloan,Charlie Puth",19-11-2020,154274,62,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"alt z,electropop,pop,dance pop,viral pop",0.682,0.363,2,-10.837,1,0.0261,0.699,0.00003,0.363,0.203,94.978,4
4Ey0LK1HzksUqm9JLzzKuD,45dkTj5sMRSjrmBSBeiHym,One Day,One Day,Tate McRae,04-12-2017,202340,68,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,pop,0.436,0.153,0,-9.522,1,0.0454,0.911,0,0.129,0.415,71.684,4
7rq1zCf90CnU7OalBLIgNp,45dkTj5sMRSjrmBSBeiHym,r u ok,r u ok,Tate McRae,10-12-2020,185849,58,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,pop,0.666,0.593,2,-5.905,1,0.0373,0.318,0,0.414,0.329,140.013,4
6I3mqTwhRpn34SLVafSH7G,1uNFoZAHBGtllmzznpCI3s,Ghost,Justice,Justin Bieber,19-03-2021,153190,84,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"canadian pop,pop",0.601,0.741,2,-5.569,1,0.0478,0.185,0.0000291,0.415,0.441,153.96,4
137mSruegm1u6x9NvwiagR,"1uNFoZAHBGtllmzznpCI3s,2tIP7SsRs7vjIcLrU85W8J",Unstable (feat. The Kid LAROI),Justice,"Justin Bieber,The Kid LAROI",19-03-2021,158324,67,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"canadian pop,pop,australian hip hop",0.495,0.333,4,-10.109,0,0.0288,0.737,0,0.112,0.37,99.757,4
3T03rPwlL8NVk1yIaxeD8U,1uNFoZAHBGtllmzznpCI3s,Off My Face,Justice,Justin Bieber,19-03-2021,156467,75,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"canadian pop,pop",0.509,0.228,4,-8.68,1,0.0332,0.92,0,0.104,0.586,90.674,4
1v6svH1Fyx9C1nIt1mA2DT,"1McMsnEElThX1knmY4oliG,3xvaSlT4xsyk6lY1ESOspO",All I Want,High School Musical: The Musical: The Series (Original Soundtrack),"Olivia Rodrigo,Disney",10-01-2020,177322,71,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,pop,0.376,0.43,0,-6.585,0,0.0328,0.0902,0,0.0912,0.129,77.599,3
1mXVgsBdtIVeCLJnSnmtdV,2wY79sveU1sp5g7SokKOiI,Too Good At Goodbyes,The Thrill Of It All (Special Edition),Sam Smith,03-11-2017,201000,80,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"pop,uk pop",0.681,0.372,5,-8.237,1,0.0432,0.64,0,0.169,0.476,91.873,4
5bfy8ME153MECrhaXIgOQp,0Tw99NzcM3Y2t7Q2q88Xss,if u can take my pain away,if u can take my pain away,Julia Alexa,30-04-2021,161906,20,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"lo-fi chill,sad lo-fi",0.45,0.136,3,-12.279,0,0.0484,0.984,0.00000701,0.108,0.04,131.724,1
50Td3qilgs8BLtv8mHyT1t,03d2mJXSMtuPI0nIvLnhoS,Control,Control,Zoe Wees,13-03-2020,230880,75,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,german pop,0.599,0.465,4,-4.95,1,0.0314,0.643,0.00000157,0.149,0.0678,113.82,4
4Ny0MeVGtYFmnl78RfnAB0,3hHnYAexHQ3wYGYno6LArK,FWM,FWM,Cassidi,02-09-2022,162857,6,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,alt z,0.735,0.376,6,-10.196,1,0.0483,0.471,0.0699,0.101,0.565,139.926,4
46D0hYb1B7qiU33VtXt21W,4nDoRrQiYLoBzwC5BhVJzF,Easy,Easy,Camila Cabello,11-10-2019,194686,57,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"dance pop,pop,post-teen pop",0.574,0.593,4,-5.731,0,0.0463,0.411,0.00000155,0.0966,0.355,128.073,4
4nyF5lmSziBAt7ESAUjpbx,4tuJ0bMpJh08umKkEXKUI5,"I miss you, I’m sorry",minor,Gracie Abrams,14-07-2020,167538,75,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"alt z,pop",0.445,0.455,7,-6.405,1,0.0575,0.731,0.00000147,0.124,0.151,109.885,5
3ZBeHiRJUj1vdiU8zzGPgb,0sMAHzxguan2KpnKFZPW2d,WYD Now?,WYD Now?,Sadie Jean,10-12-2021,144666,69,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,,0.378,0.334,1,-10.993,1,0.304,0.776,0,0.115,0.496,181.296,4
3cqPu20DGTGUoZtbJH2Dmi,4rTv3Ejc7hKMtmoBOK1B4T,What If I Told You That I Love You,What If I Told You That I Love You,Ali Gatie,24-01-2020,193667,60,spotify:user:31rcvhb5bniycehhvr6kw6hlsbqa,2023-02-19T17:13:27Z,"canadian hip hop,pop",0.596,0.366,7,-11.144,1,0.115,0.63,0.00000704,0.0554,0.229,84.394,4
6LNoArVBBVZzUTUiAX2aKO,5K4W6rqBFWDnAN6FQUkS6x,Off The Grid,Donda,Kanye West,29-08-2021,339249,70,spotify:user:31tn4olufoxdcbuwsc6thopcfh3a,2021-12-17T12:51:02Z,"chicago rap,rap",0.546,0.64,8,-5.582,1,0.37,0.0438,0,0.137,0.63,137.728,4
6gBFPUFcJLzWGx4lenP6h2,0Y5tJX1MQlPlqiwlOH1tJY,goosebumps,Birds In The Trap Sing McKnight,Travis Scott,16-09-2016,243836,82,spotify:user:31tn4olufoxdcbuwsc6thopcfh3a,2021-12-17T12:51:11Z,"rap,slap house",0.841,0.728,7,-3.37,1,0.0484,0.0847,0,0.149,0.43,130.049,4
527k23H0A4Q0UJN3vGs0Da,4Gso3d4CscCijv0lmajZWs,After Party,Heaven Or Hell,Don Toliver,13-03-2020,167915,76,spotify:user:31tn4olufoxdcbuwsc6thopcfh3a,2022-08-05T18:19:39Z,"rap,trap",0.629,0.692,5,-8.045,1,0.0376,0.00981,0.331,0.603,0.453,162.948,4
7sO5G9EABYOXQKNPNiE9NR,"4DdkRBBYG6Yk9Ka8tdJ9BW,0iEtIxbK0KxaSlF7G42ZOp",Ric Flair Drip (with Metro Boomin),Without Warning,"Offset,Metro Boomin",30-10-2017,172800,81,spotify:user:31tn4olufoxdcbuwsc6thopcfh3a,2022-07-10T16:56:55Z,"atl hip hop,hip hop,pop rap,rap,southern hip hop,trap,viral rap",0.88,0.428,9,-8.28,1,0.206,0.149,0.0000505,0.114,0.333,100.007,4
1YDebgap5OFwXEBG18NJvy,4r63FhuTkUYltbVAg5TQnk,Red Light Green Light,Red Light Green Light,DaBaby,25-06-2021,159082,66,spotify:user:31tn4olufoxdcbuwsc6thopcfh3a,2021-12-17T12:51:21Z,"north carolina hip hop,rap,trap",0.933,0.656,2,-5.85,1,0.322,0.129,0,0.161,0.934,119.987,4
0cu0rhnlCnJ7JIeHRiLpj3,4r63FhuTkUYltbVAg5TQnk,Ball If I Want To,Ball If I Want To,DaBaby,18-06-2021,112546,70,spotify:user:31tn4olufoxdcbuwsc6thopcfh3a,2021-12-17T12:51:23Z,"north carolina hip hop,rap,trap",0.902,0.669,1,-5.049,1,0.457,0.161,0,0.0728,0.628,139.949,4
3F5CgOj3wFlRv51JsHbxhe,"3TVXtAsR1Inumwj472S9r4,1URnnhqYAYcrqrcwql10ft",Jimmy Cooks (feat. 21 Savage),"Honestly, Nevermind","Drake,21 Savage",17-06-2022,218364,85,spotify:user:31tn4olufoxdcbuwsc6thopcfh3a,2022-12-04T16:24:24Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap,atl hip hop",0.529,0.673,0,-4.711,1,0.175,0.000307,0.00000241,0.093,0.366,165.921,4
68MTDH8Kk4jBEV1ah0n89s,"5yPzzu25VzEk8qrGTLIrE1,1URnnhqYAYcrqrcwql10ft",EA (feat. 21 Savage),SlimeBall 2,"Young Nudy,21 Savage",11-08-2017,227175,75,spotify:user:31tn4olufoxdcbuwsc6thopcfh3a,2022-12-04T16:24:27Z,"hip hop,pluggnb,rap,trap,vapor trap,viral rap,atl hip hop",0.451,0.876,10,-5.205,0,0.414,0.261,0,0.098,0.227,87.306,5
7ItXHU9yVm8AUkMyo4kffF,"0A0FS04o6zMoto8OKPsDwY,5LHRHt1k9lMyONurDHEdrp,1URnnhqYAYcrqrcwql10ft,6veh5zbFpm31XsPdjBgPER","Run (feat. Tyga, 21 Savage & BIA)",Run,"YG,Tyga,21 Savage,BIA",24-06-2022,237623,57,spotify:user:31tn4olufoxdcbuwsc6thopcfh3a,2022-12-04T16:24:31Z,"cali rap,gangster rap,hip hop,pop rap,rap,southern hip hop,trap,dance pop,atl hip hop,alternative r&b,r&b,rap latina,trap queen,viral rap",0.817,0.625,2,-6.103,1,0.217,0.0251,0.00000118,0.223,0.379,101.028,4
1Y5Jvi3eLi4Chwqch9GMem,46SHBwWsqBkxI7EeeBEQG7,Super Gremlin,Back For Everything,Kodak Black,25-02-2022,200547,71,spotify:user:31tn4olufoxdcbuwsc6thopcfh3a,2022-07-10T16:56:57Z,"florida drill,florida rap,hip hop,melodic rap,miami hip hop,rap,trap,trap latino",0.825,0.414,2,-6.634,1,0.144,0.00265,0,0.357,0.106,72.993,4
6og219WwSl2pU7oXyXfRMe,6icQOAFXDZKsumw3YXyusw,YAE ENERGY,YAE ENERGY,Lil Yachty,13-11-2021,102116,55,spotify:user:31tn4olufoxdcbuwsc6thopcfh3a,2022-07-10T16:57:02Z,"atl hip hop,melodic rap,rap,trap,viral rap",0.877,0.617,11,-6.2,0,0.303,0.0378,0,0.263,0.484,136.01,4
1W24W6jQegnNh0x5DfBBPT,6Xgp2XMz1fhVYe7i6yNAax,The Grinch,A Love Letter To You 4,Trippie Redd,22-11-2019,91288,78,spotify:user:31tn4olufoxdcbuwsc6thopcfh3a,2022-12-04T16:24:36Z,"melodic rap,rap,trap",0.676,0.503,8,-6.115,1,0.0971,0.137,0.0000636,0.0981,0.196,162.85,4
78QR3Wp35dqAhFEc2qAGjE,"5f7VJjfbwm532GiveGC0ZK,2hlmm7s2ICUX0LVIhVFlZQ",Drip Too Hard (Lil Baby & Gunna),Drip Harder,"Lil Baby,Gunna",05-10-2018,145542,82,spotify:user:31tn4olufoxdcbuwsc6thopcfh3a,2021-12-17T12:51:56Z,"atl hip hop,atl trap,rap,trap,hip hop,melodic rap",0.897,0.662,1,-6.903,0,0.292,0.0852,0,0.534,0.389,112.511,4
0k1WUmIRnG3xU6fvvDVfRG,"3TVXtAsR1Inumwj472S9r4,1RyvyyTE3xzB2ZywiAwp0i,50co4Is1HCEo8bhOyUWKpn",Way 2 Sexy (with Future & Young Thug),Certified Lover Boy,"Drake,Future,Young Thug",03-09-2021,257604,75,spotify:user:31tn4olufoxdcbuwsc6thopcfh3a,2021-12-17T12:52:07Z,"canadian hip hop,canadian pop,hip hop,rap,toronto rap,atl hip hop,southern hip hop,trap,atl trap,gangster rap,melodic rap,pop rap",0.803,0.597,11,-6.035,0,0.141,0.000619,0.0000045,0.323,0.331,136.008,4
